ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Comentarios
13483,23-06-2024,Correctivo,Regular,Regular,20445,Comentario sobre el mantenimiento 13483
13484,27-10-2023,Preventivo,Bueno,Bueno,9052943,Comentario sobre el mantenimiento 13484
13485,26-02-2024,Correctivo,Bueno,Bueno,58212,Comentario sobre el mantenimiento 13485
13486,20-03-2024,Correctivo,Regular,Bueno,5250737,Comentario sobre el mantenimiento 13486
13487,26-10-2023,Correctivo,Regular,Malo,59757,Comentario sobre el mantenimiento 13487
13488,25-06-2024,Correctivo,Regular,Bueno,5128756,Comentario sobre el mantenimiento 13488
13489,26-01-2024,Preventivo,Bueno,Malo,20790,Comentario sobre el mantenimiento 13489
13490,12-07-2023,Preventivo,Regular,Bueno,25666,Comentario sobre el mantenimiento 13490
13491,20-09-2024,Correctivo,Bueno,Bueno,19421,Comentario sobre el mantenimiento 13491
13492,27-06-2024,Emergencia,Malo,Bueno,3530672,Comentario sobre el mantenimiento 13492
13493,09-11-2023,Emergencia,Bueno,Bueno,9176865,Comentario sobre el mantenimiento 13493
13494,25-01-2024,Emergencia,Bueno,Malo,8803542,Comentario sobre el mantenimiento 13494
13495,13-03-2024,Preventivo,Regular,Regular,20423,Comentario sobre el mantenimiento 13495
13496,26-03-2024,Emergencia,Malo,Bueno,34017,Comentario sobre el mantenimiento 13496
13497,20-08-2024,Emergencia,Bueno,Malo,23426,Comentario sobre el mantenimiento 13497
13498,27-05-2024,Emergencia,Bueno,Malo,5658207,Comentario sobre el mantenimiento 13498
13499,07-01-2024,Emergencia,Bueno,Bueno,9177710,Comentario sobre el mantenimiento 13499
13500,05-03-2024,Emergencia,Bueno,Malo,9181809,Comentario sobre el mantenimiento 13500
13501,08-06-2024,Correctivo,Malo,Malo,32907,Comentario sobre el mantenimiento 13501
13502,27-02-2024,Emergencia,Bueno,Malo,3531419,Comentario sobre el mantenimiento 13502
13503,19-02-2024,Emergencia,Malo,Malo,7886337,Comentario sobre el mantenimiento 13503
13504,24-01-2024,Emergencia,Malo,Bueno,21381,Comentario sobre el mantenimiento 13504
13505,06-03-2024,Preventivo,Regular,Malo,33810,Comentario sobre el mantenimiento 13505
13506,08-07-2024,Correctivo,Bueno,Regular,35128,Comentario sobre el mantenimiento 13506
13507,30-08-2024,Emergencia,Malo,Regular,24931,Comentario sobre el mantenimiento 13507
13508,25-03-2024,Preventivo,Regular,Regular,24248,Comentario sobre el mantenimiento 13508
13509,31-01-2024,Emergencia,Bueno,Regular,3573007,Comentario sobre el mantenimiento 13509
13510,25-01-2024,Preventivo,Bueno,Regular,5056337,Comentario sobre el mantenimiento 13510
13511,15-02-2024,Correctivo,Malo,Bueno,9446265,Comentario sobre el mantenimiento 13511
13512,20-10-2023,Correctivo,Regular,Regular,3576530,Comentario sobre el mantenimiento 13512
13513,23-01-2024,Emergencia,Regular,Bueno,24703,Comentario sobre el mantenimiento 13513
13514,24-09-2024,Correctivo,Bueno,Malo,33587,Comentario sobre el mantenimiento 13514
13515,17-06-2024,Correctivo,Bueno,Regular,9180980,Comentario sobre el mantenimiento 13515
13516,26-04-2024,Correctivo,Malo,Malo,7168558,Comentario sobre el mantenimiento 13516
13517,11-05-2024,Emergencia,Bueno,Bueno,9277920,Comentario sobre el mantenimiento 13517
13518,23-01-2024,Preventivo,Malo,Bueno,5173862,Comentario sobre el mantenimiento 13518
13519,29-04-2024,Preventivo,Malo,Bueno,21559,Comentario sobre el mantenimiento 13519
13520,28-12-2023,Correctivo,Bueno,Malo,5252805,Comentario sobre el mantenimiento 13520
13521,19-06-2024,Emergencia,Malo,Malo,9493139,Comentario sobre el mantenimiento 13521
13522,05-09-2024,Correctivo,Bueno,Malo,21351,Comentario sobre el mantenimiento 13522
13523,27-04-2024,Emergencia,Malo,Malo,58425,Comentario sobre el mantenimiento 13523
13524,21-06-2024,Emergencia,Malo,Malo,7741686,Comentario sobre el mantenimiento 13524
13525,02-08-2024,Emergencia,Regular,Regular,4794412,Comentario sobre el mantenimiento 13525
13526,19-01-2024,Correctivo,Bueno,Regular,59058,Comentario sobre el mantenimiento 13526
13527,16-09-2024,Preventivo,Regular,Regular,18676,Comentario sobre el mantenimiento 13527
13528,04-04-2024,Preventivo,Regular,Bueno,58466,Comentario sobre el mantenimiento 13528
13529,01-11-2024,Emergencia,Regular,Regular,59892,Comentario sobre el mantenimiento 13529
13530,23-09-2024,Correctivo,Malo,Regular,59272,Comentario sobre el mantenimiento 13530
13531,15-09-2024,Emergencia,Regular,Malo,33548,Comentario sobre el mantenimiento 13531
13532,19-05-2024,Emergencia,Regular,Bueno,22392,Comentario sobre el mantenimiento 13532
13533,28-09-2024,Emergencia,Malo,Bueno,8888426,Comentario sobre el mantenimiento 13533
13534,18-07-2024,Correctivo,Regular,Bueno,5492799,Comentario sobre el mantenimiento 13534
13535,08-11-2023,Emergencia,Regular,Bueno,9430061,Comentario sobre el mantenimiento 13535
13536,19-09-2024,Correctivo,Malo,Regular,5272350,Comentario sobre el mantenimiento 13536
13537,06-05-2024,Correctivo,Malo,Bueno,22051,Comentario sobre el mantenimiento 13537
13538,21-03-2024,Emergencia,Regular,Regular,7886443,Comentario sobre el mantenimiento 13538
13539,16-10-2023,Correctivo,Regular,Malo,8907176,Comentario sobre el mantenimiento 13539
13540,05-01-2024,Correctivo,Bueno,Malo,7602194,Comentario sobre el mantenimiento 13540
13541,21-04-2024,Correctivo,Bueno,Bueno,5245772,Comentario sobre el mantenimiento 13541
13542,30-09-2024,Emergencia,Regular,Bueno,58606,Comentario sobre el mantenimiento 13542
13543,18-03-2024,Preventivo,Malo,Malo,21442,Comentario sobre el mantenimiento 13543
13544,14-07-2024,Preventivo,Bueno,Malo,5108853,Comentario sobre el mantenimiento 13544
13545,16-09-2024,Preventivo,Malo,Regular,6905552,Comentario sobre el mantenimiento 13545
13546,21-11-2023,Emergencia,Malo,Malo,18867,Comentario sobre el mantenimiento 13546
13547,02-08-2024,Correctivo,Regular,Regular,33984,Comentario sobre el mantenimiento 13547
13548,23-05-2024,Correctivo,Malo,Regular,5250198,Comentario sobre el mantenimiento 13548
13549,17-09-2024,Preventivo,Regular,Regular,7902185,Comentario sobre el mantenimiento 13549
13550,12-06-2023,Correctivo,Bueno,Regular,33930,Comentario sobre el mantenimiento 13550
13551,19-04-2024,Correctivo,Regular,Regular,9391447,Comentario sobre el mantenimiento 13551
13552,03-02-2024,Preventivo,Malo,Regular,19988,Comentario sobre el mantenimiento 13552
13553,09-08-2024,Emergencia,Malo,Regular,5659356,Comentario sobre el mantenimiento 13553
13554,10-08-2024,Emergencia,Malo,Regular,34009,Comentario sobre el mantenimiento 13554
13555,27-11-2023,Correctivo,Malo,Regular,22342,Comentario sobre el mantenimiento 13555
13556,05-11-2023,Preventivo,Regular,Regular,3573454,Comentario sobre el mantenimiento 13556
13557,30-04-2024,Preventivo,Bueno,Malo,8905830,Comentario sobre el mantenimiento 13557
13558,23-01-2024,Emergencia,Malo,Bueno,19872,Comentario sobre el mantenimiento 13558
13559,12-06-2024,Preventivo,Regular,Bueno,7591684,Comentario sobre el mantenimiento 13559
13560,11-05-2024,Emergencia,Regular,Malo,9407938,Comentario sobre el mantenimiento 13560
13561,12-06-2024,Correctivo,Bueno,Bueno,9277906,Comentario sobre el mantenimiento 13561
13562,14-03-2024,Preventivo,Bueno,Regular,5209698,Comentario sobre el mantenimiento 13562
13563,16-03-2024,Correctivo,Regular,Bueno,451598,Comentario sobre el mantenimiento 13563
13564,23-07-2024,Preventivo,Regular,Bueno,19215,Comentario sobre el mantenimiento 13564
13565,17-02-2024,Correctivo,Bueno,Malo,59823,Comentario sobre el mantenimiento 13565
13566,25-07-2024,Emergencia,Regular,Bueno,3567980,Comentario sobre el mantenimiento 13566
13567,26-01-2024,Preventivo,Bueno,Bueno,34922,Comentario sobre el mantenimiento 13567
13568,26-02-2024,Preventivo,Bueno,Malo,24764,Comentario sobre el mantenimiento 13568
13569,07-06-2024,Emergencia,Bueno,Regular,3963546,Comentario sobre el mantenimiento 13569
13570,29-05-2024,Emergencia,Bueno,Bueno,22479,Comentario sobre el mantenimiento 13570
13571,25-09-2024,Emergencia,Malo,Regular,5658287,Comentario sobre el mantenimiento 13571
13572,19-04-2024,Correctivo,Regular,Bueno,3580365,Comentario sobre el mantenimiento 13572
13573,15-02-2024,Preventivo,Regular,Malo,5239224,Comentario sobre el mantenimiento 13573
13574,24-10-2023,Emergencia,Bueno,Bueno,58672,Comentario sobre el mantenimiento 13574
13575,29-04-2024,Correctivo,Regular,Bueno,7792016,Comentario sobre el mantenimiento 13575
13576,26-10-2023,Emergencia,Bueno,Regular,4985701,Comentario sobre el mantenimiento 13576
13577,21-10-2023,Preventivo,Regular,Regular,9226870,Comentario sobre el mantenimiento 13577
13578,27-12-2023,Emergencia,Regular,Regular,7861627,Comentario sobre el mantenimiento 13578
13579,03-05-2024,Preventivo,Malo,Bueno,33244,Comentario sobre el mantenimiento 13579
13580,18-12-2023,Emergencia,Malo,Malo,3581472,Comentario sobre el mantenimiento 13580
13581,31-05-2024,Preventivo,Malo,Bueno,9178040,Comentario sobre el mantenimiento 13581
13582,30-12-2023,Preventivo,Malo,Bueno,9048986,Comentario sobre el mantenimiento 13582
13583,20-07-2024,Preventivo,Bueno,Malo,7928128,Comentario sobre el mantenimiento 13583
13584,01-04-2024,Preventivo,Regular,Bueno,9178040,Comentario sobre el mantenimiento 13584
13585,18-10-2023,Emergencia,Regular,Regular,57932,Comentario sobre el mantenimiento 13585
13586,05-01-2024,Preventivo,Malo,Malo,58477,Comentario sobre el mantenimiento 13586
13587,26-06-2024,Correctivo,Malo,Malo,7896732,Comentario sobre el mantenimiento 13587
13588,10-04-2024,Preventivo,Malo,Malo,9495111,Comentario sobre el mantenimiento 13588
13589,17-02-2024,Preventivo,Regular,Regular,24876,Comentario sobre el mantenimiento 13589
13590,12-06-2024,Preventivo,Malo,Bueno,58011,Comentario sobre el mantenimiento 13590
13591,30-07-2024,Emergencia,Regular,Malo,59588,Comentario sobre el mantenimiento 13591
13592,28-08-2024,Emergencia,Malo,Bueno,9256442,Comentario sobre el mantenimiento 13592
13593,04-07-2024,Emergencia,Regular,Bueno,7537977,Comentario sobre el mantenimiento 13593
13594,06-09-2024,Emergencia,Bueno,Bueno,7896662,Comentario sobre el mantenimiento 13594
13595,03-05-2024,Preventivo,Malo,Malo,3960676,Comentario sobre el mantenimiento 13595
13596,29-12-2023,Preventivo,Regular,Malo,7248154,Comentario sobre el mantenimiento 13596
13597,23-03-2024,Preventivo,Bueno,Bueno,9494974,Comentario sobre el mantenimiento 13597
13598,29-10-2023,Preventivo,Regular,Malo,9439825,Comentario sobre el mantenimiento 13598
13599,29-10-2023,Correctivo,Regular,Bueno,24830,Comentario sobre el mantenimiento 13599
13600,24-01-2024,Preventivo,Bueno,Malo,3581473,Comentario sobre el mantenimiento 13600
13601,17-04-2024,Correctivo,Malo,Bueno,20632,Comentario sobre el mantenimiento 13601
13602,27-01-2024,Preventivo,Regular,Bueno,4731636,Comentario sobre el mantenimiento 13602
13603,09-04-2024,Preventivo,Bueno,Regular,20422,Comentario sobre el mantenimiento 13603
13604,24-03-2024,Emergencia,Regular,Regular,59683,Comentario sobre el mantenimiento 13604
13605,30-01-2024,Emergencia,Bueno,Regular,19311,Comentario sobre el mantenimiento 13605
13606,28-06-2024,Emergencia,Bueno,Regular,9447026,Comentario sobre el mantenimiento 13606
13607,06-02-2024,Emergencia,Regular,Malo,5241070,Comentario sobre el mantenimiento 13607
13608,07-06-2024,Correctivo,Regular,Bueno,22485,Comentario sobre el mantenimiento 13608
13609,02-04-2024,Correctivo,Bueno,Regular,23426,Comentario sobre el mantenimiento 13609
13610,07-12-2024,Emergencia,Regular,Bueno,59407,Comentario sobre el mantenimiento 13610
13611,27-04-2024,Emergencia,Malo,Bueno,3581254,Comentario sobre el mantenimiento 13611
13612,02-05-2024,Preventivo,Regular,Regular,5492671,Comentario sobre el mantenimiento 13612
13613,08-11-2023,Preventivo,Malo,Bueno,22419,Comentario sobre el mantenimiento 13613
13614,23-07-2024,Emergencia,Malo,Regular,6880412,Comentario sobre el mantenimiento 13614
13615,07-11-2023,Correctivo,Malo,Malo,7362877,Comentario sobre el mantenimiento 13615
13616,22-02-2024,Preventivo,Regular,Malo,19719,Comentario sobre el mantenimiento 13616
13617,24-10-2023,Preventivo,Malo,Malo,451341,Comentario sobre el mantenimiento 13617
13618,18-10-2023,Correctivo,Regular,Regular,5211207,Comentario sobre el mantenimiento 13618
13619,13-09-2024,Emergencia,Malo,Bueno,19421,Comentario sobre el mantenimiento 13619
13620,04-08-2024,Preventivo,Malo,Regular,3576350,Comentario sobre el mantenimiento 13620
13621,08-08-2024,Preventivo,Malo,Regular,25548,Comentario sobre el mantenimiento 13621
13622,24-07-2024,Preventivo,Regular,Regular,5211180,Comentario sobre el mantenimiento 13622
13623,26-07-2024,Preventivo,Regular,Malo,59537,Comentario sobre el mantenimiento 13623
13624,17-02-2024,Correctivo,Malo,Malo,22268,Comentario sobre el mantenimiento 13624
13625,05-12-2023,Preventivo,Malo,Bueno,32654,Comentario sobre el mantenimiento 13625
13626,24-06-2024,Correctivo,Malo,Bueno,7927303,Comentario sobre el mantenimiento 13626
13627,13-07-2024,Correctivo,Regular,Bueno,25713,Comentario sobre el mantenimiento 13627
13628,05-12-2023,Correctivo,Regular,Regular,4730836,Comentario sobre el mantenimiento 13628
13629,02-06-2024,Correctivo,Malo,Regular,20638,Comentario sobre el mantenimiento 13629
13630,06-06-2024,Correctivo,Regular,Malo,21259,Comentario sobre el mantenimiento 13630
13631,05-01-2024,Correctivo,Bueno,Bueno,3575586,Comentario sobre el mantenimiento 13631
13632,26-02-2024,Emergencia,Bueno,Malo,20179,Comentario sobre el mantenimiento 13632
13633,16-01-2024,Correctivo,Regular,Regular,58319,Comentario sobre el mantenimiento 13633
13634,21-09-2024,Preventivo,Malo,Bueno,35205,Comentario sobre el mantenimiento 13634
13635,03-11-2023,Emergencia,Regular,Regular,59598,Comentario sobre el mantenimiento 13635
13636,19-12-2023,Emergencia,Regular,Malo,5601882,Comentario sobre el mantenimiento 13636
13637,08-11-2023,Emergencia,Regular,Bueno,22095,Comentario sobre el mantenimiento 13637
13638,27-07-2024,Correctivo,Malo,Malo,25560,Comentario sobre el mantenimiento 13638
13639,26-07-2024,Correctivo,Malo,Bueno,8800691,Comentario sobre el mantenimiento 13639
13640,01-10-2024,Emergencia,Bueno,Bueno,60141,Comentario sobre el mantenimiento 13640
13641,16-09-2024,Preventivo,Malo,Malo,20033,Comentario sobre el mantenimiento 13641
13642,18-06-2024,Emergencia,Malo,Regular,21948,Comentario sobre el mantenimiento 13642
13643,26-09-2024,Preventivo,Bueno,Bueno,22027,Comentario sobre el mantenimiento 13643
13644,24-01-2024,Emergencia,Regular,Bueno,4749953,Comentario sobre el mantenimiento 13644
13645,21-04-2024,Preventivo,Regular,Regular,59221,Comentario sobre el mantenimiento 13645
13646,07-11-2023,Preventivo,Malo,Bueno,5249942,Comentario sobre el mantenimiento 13646
13647,25-01-2024,Emergencia,Malo,Malo,4792816,Comentario sobre el mantenimiento 13647
13648,09-10-2024,Emergencia,Regular,Regular,5492676,Comentario sobre el mantenimiento 13648
13649,15-05-2024,Preventivo,Regular,Regular,9220318,Comentario sobre el mantenimiento 13649
13650,09-02-2024,Preventivo,Bueno,Bueno,20621,Comentario sobre el mantenimiento 13650
13651,01-10-2024,Emergencia,Bueno,Regular,8808456,Comentario sobre el mantenimiento 13651
13652,13-05-2024,Correctivo,Bueno,Malo,5659100,Comentario sobre el mantenimiento 13652
13653,18-12-2023,Correctivo,Regular,Bueno,6833845,Comentario sobre el mantenimiento 13653
13654,26-01-2024,Emergencia,Malo,Malo,34093,Comentario sobre el mantenimiento 13654
13655,08-09-2024,Preventivo,Regular,Malo,3962947,Comentario sobre el mantenimiento 13655
13656,05-09-2024,Emergencia,Malo,Bueno,34131,Comentario sobre el mantenimiento 13656
13657,18-11-2023,Emergencia,Regular,Malo,9187104,Comentario sobre el mantenimiento 13657
13658,10-02-2024,Preventivo,Bueno,Malo,9178810,Comentario sobre el mantenimiento 13658
13659,23-10-2023,Correctivo,Bueno,Bueno,33378,Comentario sobre el mantenimiento 13659
13660,08-05-2024,Emergencia,Bueno,Bueno,8933963,Comentario sobre el mantenimiento 13660
13661,02-11-2023,Correctivo,Regular,Malo,9291618,Comentario sobre el mantenimiento 13661
13662,19-01-2024,Preventivo,Bueno,Regular,59295,Comentario sobre el mantenimiento 13662
13663,22-11-2023,Preventivo,Malo,Malo,19934,Comentario sobre el mantenimiento 13663
13664,12-04-2024,Correctivo,Bueno,Regular,9294104,Comentario sobre el mantenimiento 13664
13665,20-04-2024,Preventivo,Malo,Malo,59131,Comentario sobre el mantenimiento 13665
13666,23-09-2024,Correctivo,Malo,Regular,7924757,Comentario sobre el mantenimiento 13666
13667,31-05-2024,Emergencia,Bueno,Regular,4940057,Comentario sobre el mantenimiento 13667
13668,05-06-2024,Preventivo,Regular,Malo,7928067,Comentario sobre el mantenimiento 13668
13669,28-08-2024,Correctivo,Malo,Bueno,5250201,Comentario sobre el mantenimiento 13669
13670,04-09-2024,Correctivo,Bueno,Regular,25696,Comentario sobre el mantenimiento 13670
13671,23-10-2023,Emergencia,Bueno,Malo,59651,Comentario sobre el mantenimiento 13671
13672,30-07-2024,Correctivo,Bueno,Malo,20888,Comentario sobre el mantenimiento 13672
13673,24-05-2024,Correctivo,Regular,Regular,22368,Comentario sobre el mantenimiento 13673
13674,26-05-2024,Emergencia,Regular,Malo,3568753,Comentario sobre el mantenimiento 13674
13675,02-04-2024,Preventivo,Regular,Regular,7002287,Comentario sobre el mantenimiento 13675
13676,14-05-2024,Emergencia,Malo,Regular,19539,Comentario sobre el mantenimiento 13676
13677,24-10-2023,Preventivo,Bueno,Bueno,5239362,Comentario sobre el mantenimiento 13677
13678,18-05-2024,Emergencia,Bueno,Bueno,7838882,Comentario sobre el mantenimiento 13678
13679,11-03-2024,Correctivo,Bueno,Bueno,58868,Comentario sobre el mantenimiento 13679
13680,27-06-2024,Emergencia,Regular,Malo,35159,Comentario sobre el mantenimiento 13680
13681,24-02-2024,Emergencia,Malo,Malo,9193100,Comentario sobre el mantenimiento 13681
13682,28-01-2024,Preventivo,Malo,Malo,19300,Comentario sobre el mantenimiento 13682
13683,08-05-2024,Preventivo,Regular,Regular,21260,Comentario sobre el mantenimiento 13683
13684,26-03-2024,Preventivo,Malo,Regular,57912,Comentario sobre el mantenimiento 13684
13685,23-06-2024,Preventivo,Bueno,Regular,9226855,Comentario sobre el mantenimiento 13685
13686,10-03-2024,Preventivo,Bueno,Bueno,19094,Comentario sobre el mantenimiento 13686
13687,22-04-2024,Correctivo,Regular,Bueno,9196035,Comentario sobre el mantenimiento 13687
13688,13-12-2023,Correctivo,Regular,Regular,7858772,Comentario sobre el mantenimiento 13688
13689,28-05-2024,Preventivo,Bueno,Regular,7838891,Comentario sobre el mantenimiento 13689
13690,11-07-2024,Emergencia,Bueno,Malo,9226870,Comentario sobre el mantenimiento 13690
13691,23-04-2024,Correctivo,Regular,Bueno,3997218,Comentario sobre el mantenimiento 13691
13692,22-02-2024,Correctivo,Bueno,Bueno,58670,Comentario sobre el mantenimiento 13692
13693,17-06-2024,Correctivo,Bueno,Malo,9191712,Comentario sobre el mantenimiento 13693
13694,11-07-2024,Correctivo,Malo,Bueno,9510516,Comentario sobre el mantenimiento 13694
13695,21-11-2023,Emergencia,Bueno,Malo,3568521,Comentario sobre el mantenimiento 13695
13696,28-07-2024,Preventivo,Regular,Regular,8977870,Comentario sobre el mantenimiento 13696
13697,18-12-2023,Preventivo,Malo,Regular,9049192,Comentario sobre el mantenimiento 13697
13698,21-06-2024,Preventivo,Regular,Regular,4730829,Comentario sobre el mantenimiento 13698
13699,03-06-2024,Emergencia,Malo,Malo,33134,Comentario sobre el mantenimiento 13699
13700,24-07-2024,Emergencia,Bueno,Bueno,3556825,Comentario sobre el mantenimiento 13700
13701,27-11-2023,Emergencia,Malo,Malo,33761,Comentario sobre el mantenimiento 13701
13702,11-03-2024,Correctivo,Malo,Regular,6842731,Comentario sobre el mantenimiento 13702
13703,16-02-2024,Emergencia,Regular,Regular,5658914,Comentario sobre el mantenimiento 13703
13704,02-03-2024,Preventivo,Malo,Bueno,9290982,Comentario sobre el mantenimiento 13704
13705,25-06-2024,Emergencia,Malo,Regular,9271123,Comentario sobre el mantenimiento 13705
13706,06-10-2024,Correctivo,Regular,Malo,7126170,Comentario sobre el mantenimiento 13706
13707,22-12-2023,Correctivo,Bueno,Bueno,7168585,Comentario sobre el mantenimiento 13707
13708,06-08-2024,Correctivo,Bueno,Bueno,5249936,Comentario sobre el mantenimiento 13708
13709,13-08-2024,Correctivo,Bueno,Bueno,24794,Comentario sobre el mantenimiento 13709
13710,06-04-2024,Emergencia,Malo,Malo,7806500,Comentario sobre el mantenimiento 13710
13711,03-05-2024,Preventivo,Regular,Regular,9178862,Comentario sobre el mantenimiento 13711
13712,25-09-2024,Emergencia,Malo,Regular,9493141,Comentario sobre el mantenimiento 13712
13713,03-09-2024,Preventivo,Malo,Bueno,8941070,Comentario sobre el mantenimiento 13713
13714,29-01-2024,Preventivo,Bueno,Malo,9157601,Comentario sobre el mantenimiento 13714
13715,03-07-2024,Emergencia,Malo,Bueno,7897726,Comentario sobre el mantenimiento 13715
13716,28-02-2024,Preventivo,Malo,Malo,5658856,Comentario sobre el mantenimiento 13716
13717,07-12-2023,Preventivo,Regular,Regular,33864,Comentario sobre el mantenimiento 13717
13718,10-10-2024,Preventivo,Regular,Bueno,4963710,Comentario sobre el mantenimiento 13718
13719,14-07-2024,Preventivo,Regular,Malo,5211182,Comentario sobre el mantenimiento 13719
13720,04-02-2024,Correctivo,Bueno,Malo,9052564,Comentario sobre el mantenimiento 13720
13721,03-04-2024,Emergencia,Malo,Bueno,19257,Comentario sobre el mantenimiento 13721
13722,08-02-2024,Emergencia,Bueno,Regular,20179,Comentario sobre el mantenimiento 13722
13723,25-09-2024,Preventivo,Malo,Regular,7802523,Comentario sobre el mantenimiento 13723
13724,16-01-2024,Emergencia,Malo,Bueno,6878795,Comentario sobre el mantenimiento 13724
13725,17-06-2024,Emergencia,Regular,Bueno,9223976,Comentario sobre el mantenimiento 13725
13726,15-09-2024,Preventivo,Malo,Malo,9447041,Comentario sobre el mantenimiento 13726
13727,09-07-2024,Correctivo,Malo,Malo,5492676,Comentario sobre el mantenimiento 13727
13728,21-04-2024,Emergencia,Malo,Malo,25016,Comentario sobre el mantenimiento 13728
13729,09-03-2024,Preventivo,Regular,Malo,5659008,Comentario sobre el mantenimiento 13729
13730,25-02-2024,Emergencia,Malo,Malo,24925,Comentario sobre el mantenimiento 13730
13731,22-08-2024,Preventivo,Bueno,Malo,20076,Comentario sobre el mantenimiento 13731
13732,26-10-2023,Emergencia,Regular,Regular,4963708,Comentario sobre el mantenimiento 13732
13733,08-05-2024,Emergencia,Malo,Regular,59197,Comentario sobre el mantenimiento 13733
13734,03-09-2024,Emergencia,Regular,Bueno,25560,Comentario sobre el mantenimiento 13734
13735,25-05-2024,Correctivo,Bueno,Bueno,3963573,Comentario sobre el mantenimiento 13735
13736,27-09-2024,Emergencia,Regular,Bueno,35189,Comentario sobre el mantenimiento 13736
13737,14-09-2024,Emergencia,Bueno,Malo,4796698,Comentario sobre el mantenimiento 13737
13738,18-09-2024,Preventivo,Malo,Bueno,3581473,Comentario sobre el mantenimiento 13738
13739,03-12-2024,Preventivo,Malo,Malo,5174790,Comentario sobre el mantenimiento 13739
13740,12-12-2023,Correctivo,Malo,Regular,34200,Comentario sobre el mantenimiento 13740
13741,08-02-2024,Correctivo,Bueno,Malo,33873,Comentario sobre el mantenimiento 13741
13742,16-10-2023,Preventivo,Malo,Bueno,52280,Comentario sobre el mantenimiento 13742
13743,23-08-2024,Correctivo,Regular,Bueno,33468,Comentario sobre el mantenimiento 13743
13744,04-09-2024,Emergencia,Malo,Malo,7126511,Comentario sobre el mantenimiento 13744
13745,04-11-2024,Emergencia,Malo,Bueno,5174900,Comentario sobre el mantenimiento 13745
13746,12-08-2024,Preventivo,Bueno,Regular,7928037,Comentario sobre el mantenimiento 13746
13747,30-10-2023,Emergencia,Regular,Bueno,59534,Comentario sobre el mantenimiento 13747
13748,13-01-2024,Preventivo,Malo,Bueno,59295,Comentario sobre el mantenimiento 13748
13749,03-06-2024,Preventivo,Bueno,Bueno,20987,Comentario sobre el mantenimiento 13749
13750,05-05-2024,Correctivo,Bueno,Regular,7602206,Comentario sobre el mantenimiento 13750
13751,18-05-2024,Correctivo,Bueno,Regular,34122,Comentario sobre el mantenimiento 13751
13752,24-07-2024,Emergencia,Regular,Regular,9294738,Comentario sobre el mantenimiento 13752
13753,16-06-2024,Emergencia,Regular,Bueno,7928440,Comentario sobre el mantenimiento 13753
13754,01-05-2024,Correctivo,Malo,Bueno,4796497,Comentario sobre el mantenimiento 13754
13755,04-11-2023,Correctivo,Bueno,Regular,58416,Comentario sobre el mantenimiento 13755
13756,18-09-2024,Preventivo,Malo,Regular,25634,Comentario sobre el mantenimiento 13756
13757,14-08-2024,Emergencia,Bueno,Bueno,9177996,Comentario sobre el mantenimiento 13757
13758,18-12-2023,Correctivo,Bueno,Bueno,58476,Comentario sobre el mantenimiento 13758
13759,21-04-2024,Correctivo,Bueno,Regular,24973,Comentario sobre el mantenimiento 13759
13760,21-07-2024,Emergencia,Regular,Malo,59795,Comentario sobre el mantenimiento 13760
13761,27-08-2024,Correctivo,Malo,Malo,21421,Comentario sobre el mantenimiento 13761
13762,30-09-2024,Emergencia,Regular,Regular,9149717,Comentario sobre el mantenimiento 13762
13763,02-07-2024,Emergencia,Malo,Bueno,4987193,Comentario sobre el mantenimiento 13763
13764,26-01-2024,Emergencia,Bueno,Bueno,9294044,Comentario sobre el mantenimiento 13764
13765,02-06-2024,Correctivo,Regular,Malo,21927,Comentario sobre el mantenimiento 13765
13766,28-05-2024,Correctivo,Regular,Malo,9205241,
13767,10-11-2023,Preventivo,Regular,Malo,33686,Comentario sobre el mantenimiento 13767
13768,29-03-2024,Preventivo,Bueno,Regular,4995134,Comentario sobre el mantenimiento 13768
13769,03-08-2024,Preventivo,Malo,Malo,34954,Comentario sobre el mantenimiento 13769
13770,15-12-2023,Preventivo,Malo,Bueno,3744550,Comentario sobre el mantenimiento 13770
13771,22-01-2024,Emergencia,Regular,Bueno,33415,Comentario sobre el mantenimiento 13771
13772,03-06-2024,Emergencia,Regular,Regular,3581579,Comentario sobre el mantenimiento 13772
13773,17-01-2024,Emergencia,Regular,Malo,58044,Comentario sobre el mantenimiento 13773
13774,12-02-2024,Correctivo,Regular,Bueno,7895506,Comentario sobre el mantenimiento 13774
13775,25-07-2024,Preventivo,Regular,Regular,58776,Comentario sobre el mantenimiento 13775
13776,29-01-2024,Emergencia,Regular,Regular,22027,Comentario sobre el mantenimiento 13776
13777,27-04-2024,Preventivo,Bueno,Bueno,9446428,Comentario sobre el mantenimiento 13777
13778,01-10-2024,Emergencia,Bueno,Bueno,34141,Comentario sobre el mantenimiento 13778
13779,20-04-2024,Correctivo,Malo,Bueno,33876,Comentario sobre el mantenimiento 13779
13780,01-07-2024,Preventivo,Regular,Bueno,5241066,Comentario sobre el mantenimiento 13780
13781,08-03-2024,Preventivo,Malo,Bueno,33283,Comentario sobre el mantenimiento 13781
13782,15-07-2024,Emergencia,Regular,Regular,58544,Comentario sobre el mantenimiento 13782
13783,09-02-2024,Preventivo,Regular,Malo,58485,Comentario sobre el mantenimiento 13783
